,_id,cat,description,name,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
346,0142-000337-0007406-0060,"[""girls"",""sleepwear"",""slippers""]","There's nothing better than gathering with friends and family on a holiday morning. But keep your toes warm in these cute slippers, designed with super soft memory foam footbeds and a festive fair isle knit trim.
			Non-skid grippers at soles
			Upper: 100% polyester; Filling: 50% foam, 50% EPE; Outsole: 100% textile
			Spot clean
			Imported
			STYLE: 0142-000337-0007406",Fair Isle Memory Foam Slippers,93.0,93.0,5.0,181.0
347,0005-000249-0008088-0036,"[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]","Have the last laugh in the face of Mother Nature with this cute puffer coat. Shown in dark olive green, it's designed with a quilted outer shell, a detachable faux fur trimmed hood and ribbed knit trim. Staying warm has never looked so good.
			Detachable hood
			4 zip pockets
			Shell: 100% polyester; Backing: PU coating; Lining/Filler/Rib knit: 100% polyester; Faux fur; 60% acrylic, 40% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-000249-0008088",Dark Olive Faux Fur Hooded Puffer Coat,99.0,99.0,20.0,178.0
348,0005-001796-0001131-0001,"[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]","Don't let the cold air get under your collar. Stay warm in this cute puffer coat, designed with a cozy fleece lining the hood and interior. Brown piping trims the zip and seams.
			Removable hood
			Snap pockets
			100% polyester
			Wipe clean 
			Model wears size Small
			Imported
			STYLE: 0005-001796-0001131",Fleece Lined Puffer Coat,88.5,88.5,3.0,174.0
349,0005-001800-0000447-0067,"[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]","Feeling a little adventurous? Slip into this cute puffer coat, shown in burgundy, it's designed with long faux fur trimming from the hood to the zip closure. Complete with ribbed knit at the cuffs and neckline. 
			Hooded & lined
			2 zip pockets
			2 zip closures
			Shell/Lining/Polyfill: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-001800-0000447",Burgundy Faux Fur Hooded Puffer Coat,61.0,61.0,2.0,120.0
350,0972-000203-0003008-0001,"[""guys"",""boxers-and-socks"",""socks""]","Go for the bold when it comes down to the details of your wardrobe. This trendy pair of crew socks comes in black and white and features blocked stars and stripes.
			85% polyester, 12% cotton, 3% spandex
			Machine wash
			One size fits most
			Imported
			STYLE: 0972-000203-0003008",Blocked Stars & Stripes Crew Socks,163.0,163.0,182.0,144.0
351,0141-000104-0004807-0090,"[""accessories"",""socks-and-tights"",""socks""]","There's nothing wrong with keeping things simple. This set of 6 no-show socks feature a chevron open-knit design in black, white and gray.
			Includes 6 pairs
			98% polyester, 2% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0141-000104-0004807",Essential Chevron No-Show Sock Set,35.5,35.5,49.0,22.0
352,0326-000203-0001209-0001,"[""guys"",""accessories"",""hats"",""beanies""]","Because where's the fun in wearing a regular beanie? Constructed with a fold-over hem, this hat features geo patterns with a dizzy emoji at the front. Topped off with a black, yellow and white pom-pom.
			100% acrylic
			Hand wash 
			One size fits most
			Imported
			STYLE: 0326-000203-0001209",Emoji Pom-Pom Beanie,50.0,50.0,8.0,92.0
353,0365-000805-0009000-0004,"[""shoes"",""girls-shoes"",""boots"",""over-the-knee-boots""]","Girl, you got killer moves anywhere you walk in this sexy high-heeled over-the-knee boot. Super soft microsuede seems to go on for miles, with edgy lacing at the cuff. Chunky lug soles complete the look.
			Height: approx. 26.75 in., including 4 in. heel
			Laces at thigh
			Side zip
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0365-000805-0009000",Gray Lace-Up Microsuede Over-the-Knee Boot,37.0,37.0,29.0,45.0
354,0005-000249-0008088-0001,"[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]","Have the last laugh in the face of Mother Nature with this cute puffer coat. Shown in black, it's designed with a quilted outer shell, a detachable faux fur trimmed hood and ribbed knit trim. Staying warm has never looked so good.
			Detachable hood
			4 zip pockets
			Shell: 100% polyester; Backing: PU coating; Lining/Filler/Rib knit: 100% polyester; Faux fur; 60% acrylic, 40% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-000249-0008088",Black Faux Fur Hooded Puffer Coat,93.0,93.0,53.0,133.0
355,0074-000604-0008521-0043,"[""girls"",""jeans"",""jeggings""]","You can never go wrong with a basic. This jegging is crafted with dark blue denim and features a standard 5 pocket construction. Mid rise. Super fitted through leg.
			Mid rise
			Approx. 10 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 27% polyester, 1% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0074-000604-0008521",Dark Blue Jegging,191.5,191.5,121.0,262.0
356,0005-001800-0000447-0036,"[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]","Feeling a little adventurous? Slip into this cute puffer coat, shown in dark olive green, it's designed with long faux fur trimming from the hood to the zip closure. Complete with ribbed knit at the cuffs and neckline. 
			Hooded & lined
			2 zip pockets
			2 zip closures
			Shell/Lining/Polyfill: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-001800-0000447",Green Faux Fur Hooded Puffer Coat,57.0,57.0,8.0,106.0
357,0142-000337-0007297-0026,"[""shoes"",""girls-shoes"",""slippers""]","Slip into something a little more comfortable after a long day. Made with a brown, Aztec pattern, thee warm slippers feature a faux fur trimmed interior with a memory foam footbed.
			Memory foam footbed
			Non-skid soles
			Man-made materials
			Imported
			STYLE: 0142-000337-0007297",Southwestern Memory Foam Slipper,62.0,62.0,44.0,80.0
358,7230-000669-0000113-0009,"[""plus"",""plus-dresses"",""plus-mini-dresses""]","Dance the night away in this sweet and sparkling party dress! It features a sequin-stitched lace bodice with sweetheart neckline lining. A gauzy netted skirt swirls with your every movement!
			rue+ Collection
			Fully lined
			Zipper closure
			60% polyester, 35% nylon, 5% spandex; Contrast - 100% polyester; Lining - 100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7230-000669-0000113",Plus Gray Sequins & Lace Bodice Party Dress,61.0,61.0,62.0,60.0
359,0326-001690-0000034-0001,"[""guys"",""accessories"",""hats"",""beanies""]","Bring some color into the winter drear with this warm knit beanie. Designed with silver and black stripes, this fold-over beanie sports the city name across the center before topping off with a pom-pom. 
			100% acrylic
			Hand wash 
			One size fits most
			Imported
			STYLE: 0326-001690-0000034",New York Pom-Pom Beanie,30.5,30.5,12.0,49.0
360,0011-000124-0001436-0063,"[""uncategorised""]","An essential knit racerback tank.
			95% cotton, 5% spandex
			Machine washable
			Model wears size Small
			Imported
			STYLE: 0011-000124-0001436",Dark Red Essential Racerback Tank,0.0,0.0,0.0,0.0
361,0015-000065-0005100-0040,"[""girls"",""tees"",""long-sleeve""]","This cute knit pullover is designed with a striped metallic thread and features a drawstring hood. Semi-sheer and perfect for layering.
			94% polyester, 6% metallic
			Model wears size Small
			Machine wash 
			Imported
			STYLE: 0015-000065-0005100",Blue Metallic Striped Hooded Pullover,0.0,0.0,0.0,0.0
362,0024-000869-0005935-0025,"[""girls"",""cardigans-and-wraps""]","Discover a different type of cardigan with this cute marled knit piece. Shown in taupe, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935",Taupe Marled Cascading Cardigan,0.0,0.0,0.0,0.0
363,0024-000869-0005935-0046,"[""girls"",""cardigans-and-wraps""]","Discover a different type of cardigan with this cute marled knit piece. Shown in navy, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935",Navy Marled Cascading Cardigan,0.0,0.0,0.0,0.0
364,0024-000869-0005935-0067,"[""girls"",""cardigans-and-wraps""]","Discover a different type of cardigan with this cute marled knit piece. Shown in burgundy, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935",Burgundy Marled Cascading Cardigan,0.5,0.5,1.0,0.0
365,0024-001023-0005452-0001,"[""girls"",""cardigans-and-wraps""]","Get wrapped up in stars and stripes in this relaxed, bohemian wrap sweater. Made of a lightweight, loose knit, it features a stylized American flag pattern, long tassel fringe, and deep side slits for free-spirited movement.
			100% acrylic
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0024-001023-0005452",Black Americana Fringe Wrap,0.0,0.0,0.0,0.0
366,0038-001110-0002625-0042,"[""girls"",""tees"",""long-sleeve""]","A classic wardrobe staple, this knit dolman tunic is made with a soft material blend. Perfect for dressing up or down on any occasion.
			95% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0038-001110-0002625",Medium Blue Solid Knit Dolman Tunic,0.5,0.5,0.0,1.0
367,0077-000401-0008611-0042,"[""girls"",""jeans"",""skinny-jeans""]","Show off your natural curves in this flirty high waist skinny jean. Soft to the touch, lightly sandblasted and baked at the legs. Fitted through leg.
			Approx. 11 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 26% polyester, 2% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0077-000401-0008611",High Waist Skinny Jean,0.5,0.5,1.0,0.0
368,0095-000466-0004973,"[""girls"",""shorts"",""denim-shorts""]","Hello, pinup girl. This high waisted denim short creates a flattering hourglass figure for total retro babe style. Form-fitting and trendy, it features a paneled waist with a 4-shank fly for a cool detail.
			Approx. 23 in. leg opening
			Approx. 2.5 in. inseam
			67% cotton, 28% polyester, 5% spandex
			Model wears size 3/4
			Machine wash 
			Imported
			STYLE: 0095-000466-0004973",4-Shank High Waisted Denim Short,0.5,0.5,1.0,0.0
369,0098-001200-0001331,"[""girls"",""shorts"",""soft-shorts""]","This flirty high waisted short is perfect for pairing with crop tops and really any type of top. Designed with a faux 3-shank and adjustable skinny belt.
			Approx. 18 in. leg opening
			Approx. 2 in. inseam
			74% rayon, 22% nylon, 4% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0098-001200-0001331",Belted High Waisted Short,0.5,0.5,1.0,0.0
370,0101-001725-0009246-0046,"[""girls"",""dresses"",""mini-dresses""]","We can't get enough of the carefree look of this sundress. Made with a flat crochet overlay and flowing popover top for catching every summer breeze. It's complete with an adjustable, braided faux leather belt.
			Lined
			Adjustable belt & straps
			Body/Lining: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0101-001725-0009246",Navy Crochet Popover Sundress,9.0,9.0,18.0,0.0
371,0194-001083-0001419-0090,"[""girls"",""undies""]","The champion undies of weekends, workouts and 24/7 comfort, these boyleg undies come in soft heathered jersey with navy and pink polka dots and lace waistbands.
			tarea by rue21
			Includes 2 pairs
			85% polyester, 10% cotton, 5% spandex
			Hand wash
			Mid rise, fullest back coverage
			Imported
			STYLE: 0194-001083-0001419",Navy & Pink Polka Dot Boyleg Duo,0.5,0.5,1.0,0.0
372,0234-000988-0000002-0046,"[""uncategorised""]","Set sail for clear, tropical waters in this woven button down. Complete with nautical sailboat print, short sleeves and chambray trim at the side seams.
			Slim fit
			Front pocket
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0234-000988-0000002",Sail Away Short Sleeve Button Down,0.5,0.5,1.0,0.0
373,0251-000150-0003333-0010,"[""guys"",""graphic-tees""]","Show off your team pride in this knit tee featuring the Cleveland Cavaliers. The sleeves feature an retro screen printed design.
			50% cotton, 50% polyester
			Machine wash
			Model wears sizes Large
			Officially licensed by the NBA
			Imported
			STYLE: 0251-000150-0003333",Cleveland Cavaliers Retro Sleeve Tee,0.5,0.5,1.0,0.0
374,0276-000875-0008004-0010,"[""guys"",""graphic-tees""]","Get a little edgy in this jersey knit tee. Features a tatted up image of Marilyn Monroe in a star spangled bandana. 
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000875-0008004",Bandana Marilyn Tee,1.0,1.0,2.0,0.0
375,0276-001619-0001555-0060,"[""guys"",""graphic-tees""]","You may have 99 problems but finding something to wear isn't one of them. A bold red jersey tee featuring ""I Got 99 Problems"" in bold varsity letters on a tropical background.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0001555",99 Problems Red Tee,0.0,0.0,0.0,0.0
376,0379-000163-0005587,"[""accessories"",""beauty"",""gift-sets""]","Brush on punk pretty with this set of dramatic and captivating liquid eyeliners, featured in bright glitter shades. Slim applicator brushes allow you to create precise lines for an extra bold look.
			ruebeautÌ©! by rue21
			Includes 4 eyeliner tubes
			0.28 fl oz / 8 ml each
			Not tested on animals
			Manufactured exclusively for rue21
			Imported
			STYLE: 0379-000163-0005587",Glitter Liquid Eyeliner Set,0.5,0.5,1.0,0.0
377,0385-001383-0005961,"[""accessories"",""beauty"",""tattoos""]","Turn heads in this dazzling collection of silver and gold tone foil temporary tattoos, featuring intricate patterns and graphics for your hands.
			Imported
			STYLE: 0385-001383-0005961",Swirl Hand Foil Tattoo Set,0.5,0.5,1.0,0.0
378,0385-001701-0004007,"[""accessories"",""beauty"",""tattoos""]","Turn heads in this dazzling collection of silver and gold tone foil temporary tattoos, featuring intricate patterns and graphics for your hands and feet.
			Imported
			STYLE: 0385-001701-0004007",Hand & Foot Foil Tattoo Set,0.5,0.5,1.0,0.0
379,0471-001728-0006434-0013,"[""girls"",""tank-tops"",""casual""]","A fun night out wouldn't be complete without this knit tank top. Featuring a marled knit material and a full split back for a peek of skin.
			49% polyester, 47% rayon, 4% spandex
			Model wears size Small
			Hand wash 
			Made in U.S.A.
			Undergarment not included
			STYLE: 0471-001728-0006434",Ivory Split Racerback Tank Top,0.5,0.5,1.0,0.0
380,0471-001728-0006434-0146,"[""girls"",""tank-tops"",""casual""]","A fun night out wouldn't be complete without this knit tank top. Featuring a marled knit material and a full split back for a peek of skin.
			49% polyester, 47% rayon, 4% spandex
			Model wears size Small
			Hand wash 
			Made in U.S.A.
			Undergarment not included
			STYLE: 0471-001728-0006434",Neon Yellow Split Racerback Tank Top,0.5,0.5,1.0,0.0
381,0472-001077-0002682-0050,"[""girls"",""tank-tops"",""casual""]","A lightweight and colorful sharkbite tank featuring a gypsy medallion print. The look is complete with a crochet insert down the racerback.
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			Undergarment not included
			STYLE: 0472-001077-0002682",Gypsy Medallion Sharkbite Tank,0.0,0.0,0.0,0.0
382,0901-001110-0002800-0001,"[""girls"",""crop-tops""]","Chill out in the warm sunshine in this stylish cropped tank. Featuring a cute floral medallion crochet overlay and a tan tank lining. Complete with wide arm openings and back buttoned keyhole.
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0901-001110-0002800",Black Crochet Medallion Cropped Tank,0.5,0.5,1.0,0.0
383,0921-000323-0000001,"[""accessories"",""hair-accessories"",""flower-crown""]","Get the sweet festival look with this charming fabric daisy flower crown.
			Flowers are approx. 1.5 in. in diameter
			One size fits most
			Man-made materials
			Imported
			STYLE: 0921-000323-0000001",Yellow Daisy Crown,0.5,0.5,1.0,0.0
384,0924-000603-0000873-0087,"[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]","Reward your inner fashionista with this eye catching gladiator sandal. Crafted from faux suede and featuring a waterfall of fringe that travels from the top of the sandal down to the toes. Complete with buckle accents at the sides.
			By Qupidå¨
			Approx. 15 in. high
			Back zip closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0924-000603-0000873",Burnt Orange Fringed Out Gladiator Sandal By Qupidå¨,0.0,0.0,0.0,0.0
385,0966-000831-0000117-0010,"[""guys"",""accessories"",""bow-ties""]","Add a little bit of class to your next outfit with this stylish bow tie. Shown in white, it's crafted with a woven fabrication and adjustable strap.
			Adjustable strap
			Hook and eye closure
			Measures 2.25 in. width x 4.875 length
			100% polyester
			Dry clean only
			Imported
			STYLE: 0966-000831-0000117",White Bow Tie,3.5,3.5,6.0,1.0
386,7121-001683-0005235-0001,"[""plus"",""plus-sweaters""]","This is a soft and modern take on a classic favorite. This knit poncho has delicate crochet trimming and is ideal for a winter wardrobe.
			rue+ Collection
			95% rayon, 5% spandex
			Hand wash 
			Model wears size 2X
			Made in U.S.A.
			STYLE: 7121-001683-0005235",Plus Black Crochet Trimmed Poncho,0.5,0.5,1.0,0.0
387,7140-000604-0003194-0043,"[""plus"",""plus-jackets-and-coats""]","This cute denim vest is designed with raw edge arm openings and light rips. Complete with a crochet accented collar and buttons down the front.
			rue+ Collection
			2 front flap pockets
			100% cotton
			Machine wash 
			Model wears size 2X
			Imported
			Undergarment not included
			STYLE: 7140-000604-0003194",Plus Frayed & Crochet Denim Vest,0.5,0.5,1.0,0.0
388,7150-001110-0002402-0032,"[""plus"",""plus-tees"",""plus-long-sleeve""]","Soft, comfortable and flattering: a done deal. Super soft lightweight knit tunic with dolman sleeves and a banded bottom hem.
			rue+ Collection
			95% rayon, 5% spandex
			Machine washable
			Model wears size 2X
			Imported
			STYLE: 7150-001110-0002402",Medium Green Plus Banded Bottom Dolman Tunic,0.0,0.0,0.0,0.0
389,7150-001110-0002571-0084,"[""plus"",""plus-tees"",""plus-long-sleeve""]","The perfect blend of comfort and style, this knit dolman tunic is ideal for any occasion. Designed with ruched sides for extra appeal, this top can be dressed up or down to fit your mood.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7150-001110-0002571",Plus Peach Ruched Side Dolman Tunic,0.5,0.5,1.0,0.0
390,7162-000875-0002918-0031,"[""plus"",""plus-graphic-tees-and-tanks""]","Life is a constant beach party when you're a mermaid! This jersey knit graphic tank features screen printed graphics on the front and is completed with a high-low hemline.
			rue+ Collection
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7162-000875-0002918",Plus Mermaid Fun Tank,0.5,0.5,1.0,0.0
391,7165-000583-0002263-0031,"[""plus"",""plus-graphic-tees-and-tanks""]","Bold, basic, but never boring. A flattering and super soft jersey tee for casual days, featuring an Aztec print pocket with screen print ""I Woke Up Like This"" text.
			rue+ Collection
			Self - 96% rayon, 4% spandex; Contrast - 100% cotton
			Hand wash
			Model wears size 2X
			Made in U.S.A.
			STYLE: 7165-000583-0002263",Plus I Woke Up Like This Aztec Pocket Tee,0.5,0.5,0.0,1.0
392,7174-001728-0005307-0004,"[""plus"",""plus-tank-tops""]","It's time to get ready to beat the summer heat. This swing tank is made with a marled, ribbed knit. Complete with a high-low hem.
			rue+ Collection
			53% rayon, 43% polyester, 4% spandex
			Hand wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7174-001728-0005307",Plus Grey Marled Swing Tank,0.0,0.0,0.0,0.0
393,7214-001739-0006062-0040,"[""plus"",""plus-joggers""]","From a casual day at the office to a weekend brunch with the girls, this comfy jogger is a favorite. Styled from a lightweight woven fabric with a pretty blue and white tribal pattern. It's completed with comfy elastic cuffs.
			rue+ Collection
			Approx. 26 in. inseam
			Metallic beaded drawstring at waist
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7214-001739-0006062",Plus Blue Tribal Jogger,0.0,0.0,0.0,0.0
394,7230-000786-0009240-0086,"[""uncategorised""]","A super soft hacci knit skater dress in a vivid multi-chevron print. Features flattering cinched elbow sleeves and a slim faux leather braided belt.
			rue+ Collection
			Slip on
			95% polyester, 5% spandex
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7230-000786-0009240",Plus Coral Belted Chevron Cinched Sleeve Skater Dress,0.5,0.5,1.0,0.0
395,0085-001110-0004934-0008,"[""girls"",""joggers"",""printed-joggers""]","Comfort and style mingle in this cozy knit jogger. Features the print ""Killin' It"" down the left leg and a warm, fleece lining.
			Drawstring waist
			2 front pockets
			Approx. 9 in. leg opening; approx. 28 in. inseam
			65% polyester, 35% cotton
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0085-001110-0004934",Killin' It Fleece Jogger,118.0,118.0,118.0,118.0
396,0113-000075-0000011-0010,"[""accessories"",""sunglasses""]","These sunnies are seeing the world and it's just LOVE-ly! Featuring gold tone heart-shaped frames with white acrylic arms, this pair will have your heart beating faster. Mirror lenses.
			100% UV protection
			One size fits most
			Man-made materials
			Imported
			STYLE: 0113-000075-0000011",White Mirror Heart Sunglasses,0.0,0.0,0.0,0.0
397,0335-000203-0001000-0001,"[""shoes"",""guys-shoes"",""sneakers""]","Mesh vinyl and micro gore high tops with trapunto stitched side insets. Padded collar.
			Height: approx. 5.25 in. including heel
			Lace-up
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0335-000203-0001000",Black Trapunto Stitched High Top,1.0,1.0,1.0,1.0
398,0144-000203-0009669-0008,"[""accessories"",""socks-and-tights"",""tights""]","Pamper your legs with warmth in these comfortable tights. Shown in gray, they're made with a sweater soft knit. Rock them under dresses and skirts to keep your legs happy throughout the winter season.
			Elastic waist
			85% acrylic, 10% nylon, 5% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0144-000203-0009669",Gray Solid Sweater Knit Tights,121.0,121.0,121.0,121.0
399,0006-000279-0004180-0069,"[""girls"",""jackets-and-coats"",""wool-jackets""]","The classic look with a few feminine touches, this wool pea coat is a timeless favorite. Shown with pink and brown tartan plaid prints, it boasts a soft exterior with a double-breasted button closure, 2 faux flap pockets and 2 zip pockets.
			Fully lined
			2 zip pockets
			Shell: 90% polyester, 10% wool; Lining: 100% polyester
			Dry clean only
			Model wears size Small
			Imported
			STYLE: 0006-000279-0004180",Pink Tartan Plaid Wool Pea Coat,72.0,72.0,72.0,72.0
400,0046-001110-0009919-0067,"[""girls"",""sweatshirts-and-hoodies"",""sweatshirts""]","Keep athleisure style fresh with this comfy sweatshirt. Made of lightweight terry jersey, it features a drop yoke and color blocking with sequin-stitched ""Woes"" on the back. Additional screen print graphics on the front and sleeves.
			Chest pocket
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0046-001110-0009919",Sequined Woes 2-Tone Sweatshirt,185.0,185.0,185.0,185.0
401,0079-000212-0004690-0190,"[""girls"",""leggings"",""printed-leggings""]","Add a pop of color to your outfit with this pretty soft brushed legging. Designed with a colorful display of Aztec prints on a black background.
			Elastic waistband
			Approx. 7 in. leg opening
			Approx. 27 in. inseam
			92% polyester, 8% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0079-000212-0004690",Pink Streak Aztec Brushed Legging,236.0,236.0,236.0,236.0
402,0292-000624-0003359-0007,"[""guys"",""joggers"",""knit-joggers""]","Your favorite jogger just got a style update, so you can keep it fresh when you're hitting the track or running errands. This jersey fleece jogger features color block mesh overlays at the hip and contrast zipper accents.
			2 front pockets
			Paneled elastic waistband with drawstring
			Approx. 10 in. leg opening
			Approx. 30 in. inseam
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0292-000624-0003359",Black Mesh Zip Accent Fleece Jogger,353.0,353.0,353.0,353.0
403,0140-001243-0000025-0090,"[""accessories"",""decor-and-gifts"",""banks""]","Every cent counts when you're saving up for that big vacation! Put your change to good use in this mason jar that's been converted into a coin bank. Features ""Vacation Fund"" printed onto the glass with feathered arrow designs.
			Approx. 6.75 in. high
			Screw-on lid
			Imported
			STYLE: 0140-001243-0000025",Tribal Arrow Vacation Fund Mason Jar Bank,67.0,67.0,67.0,67.0
404,0085-001110-0001120-0190,"[""girls"",""joggers"",""printed-joggers""]","Put the haters in their place with this jogger pant. Part of a 2-piece trend, this jogger is fleece lined and features ""Boss Girl"" printed down the legs.
			2 piece trend
			Drawstring waist
			2 front pockets
			Approx. 9 in. leg opening; approx. 27 in. inseam
			65% polyester, 35% cotton
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0085-001110-0001120",Boss Girl Fleece Jogger,358.0,358.0,358.0,358.0
405,0250-000124-0000024-0067,"[""guys"",""long-sleeve-tees"",""henley""]","Layer up your style with this versatile basic! Made of soft jersey, this baseball henley features color blocked raglan sleeves and an Aztec-inspired striped screen print motif across the chest.
			3-button placket
			Chest pocket
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0250-000124-0000024",Black & Burgundy Geo Aztec Baseball Henley,179.0,179.0,179.0,179.0
406,0323-001404-0008100-0001,"[""guys"",""accessories"",""jewelry"",""watches-and-bracelets""]","This stylish and modern wristwatch comes in black coated metallic, and features a sports dial on the case and decorative crowns.
			Watch face approx. 1.75 in. in diameter
			Clasp buckle
			Stainless steel back
			Singapore movement
			One size fits most
			Man-made materials
			Imported
			STYLE: 0323-001404-0008100",Black Coated Sports Dial Watch,20.0,20.0,20.0,20.0
407,7134-001110-0009420-0046,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","See you on the yacht in this nautical blouse.  This navy and white shirt has two pockets with gold detailing rings.  The 3/4 sleeves are cuffed and clasped with matching gold details.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Made in China
			STYLE: 7134-001110-0009420",Plus Navy Achor Shirt,352.0,352.0,352.0,352.0
408,0021-001110-0002887-0079,"[""girls"",""sweaters""]","Stand up to the elements in style with this cute sweater. Not quite a hoodie but designed with a drawstring, funnel neck that you can adjust when the wind blows. Throw it over tees for an extra layer of warmth.
			Drawstring funnel neck
			Kangaroo pouch pocket
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0021-001110-0002887",Tan Black Funnel Drawstring Sweater,91.0,91.0,91.0,91.0
409,7134-001110-0002941-0145,"[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]","Simple and perfectly polished, the popover blouse is a timeless favorite. Crafted with lightweight chiffon, this top features coral and navy chevron prints. It finishes with a zip-down yoke and rolled tab sleeves.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002941",Plus Neon Chevron Zip Yoke Popover Top,352.0,352.0,352.0,352.0
410,0046-001110-0006919-0001,"[""girls"",""sweatshirts-and-hoodies"",""sweatshirts""]","Better things are coming in life. So get over the nonsense with this fun graphic sweatshirt, made with a terry knit color block build in red and black. ""Over It"" is printed at the front pocket and sequined at the back.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0046-001110-0006919",Over It Varsity Sweatshirt,179.0,179.0,179.0,179.0
411,0101-001686-0001560-0001,"[""girls"",""dresses"",""mini-dresses""]","One good thing leads to another. This black skater dress is crafted with textured knit. Elbow length sleeves and a keyhole at the back. Finish the look with heels and a cute accessory.
			98% polyester, 2% spandex
			Machine wash
			Model wears size Small
			Made in U.S.A.
			STYLE: 0101-001686-0001560",Ripple Effect Skater Dress,234.0,234.0,234.0,234.0
412,0362-000575-0000076-0029,"[""shoes"",""girls-shoes"",""boots"",""riding-boots""]","Get the classic equestrian look with this posh faux leather riding boot! Featuring a contrast stitched cuff and a wide buckle at the ankle, it pairs perfectly with your favorite outfits (no prize-winning horse needed).
			Approx. 18.75 in. high, including heel
			Fully lined
			Side zip closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0362-000575-0000076",Cognac Cuff Buckled Riding Boot,181.0,181.0,181.0,181.0
413,0217-001560-0006459-0046,"[""girls"",""joggers"",""ncaa-joggers""]","Cheer on the Fighting Illini through the entire season in this comfortable and cute jogger! Made of French terry jersey, it features your school's colors along with a foil screen print logo on the left hip and team name down the back leg.
			Officially licensed collegiate product
			Drawstring waist
			Approx. 10 in. leg opening
			Approx. 28 in. inseam
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0217-001560-0006459",Illinois Fighting Illini Terry Jogger,1.0,1.0,1.0,1.0
